BTOT,yr,RELI,wkt,WT1,WT2,WT3,WT4,WT5,WT6
21,2014,68582516,POINT(8.575453 47.409624),0,1,6,3,0,0
78,2014,68662511,POINT(8.585954 47.405023),0,36,19,0,0,0
13,2014,68782485,POINT(8.60134 47.381482),0,0,0,0,2,3
94,2014,68692460,POINT(8.588938 47.359118),3,18,19,10,0,3
69,2014,68732460,POINT(8.594232 47.359065),0,19,19,4,0,3
60,2014,68702456,POINT(8.590184 47.355507),0,0,2,3,2,11
72,2014,68712503,POINT(8.592422 47.397762),0,0,0,26,0,0
79,2014,68692505,POINT(8.589812 47.399588),0,3,30,4,2,1
12,2014,68742464,POINT(8.595633 47.362649),0,0,0,0,1,2
35,2014,67862477,POINT(8.479381 47.375449),1,3,4,2,4,0
88,2014,67862485,POINT(8.479521 47.382643),1,0,18,14,6,0
60,2014,67892481,POINT(8.483423 47.37901),1,14,21,1,0,0
12,2014,67892489,POINT(8.483564 47.386205),0,2,3,1,1,0
50,2014,67882482,POINT(8.482117 47.379922),5,15,4,8,0,0
3,2014,67842480,POINT(8.476786 47.378171),0,0,0,0,0,1
90,2014,68042505,POINT(8.503715 47.400413),13,17,23,3,5,2
297,2014,68052483,POINT(8.504644 47.380615),6,83,60,34,0,0
63,2014,68052504,POINT(8.505022 47.399502),0,0,2,7,3,11
81,2014,68082500,POINT(8.508923 47.395867),2,5,20,10,9,1
103,2014,68092455,POINT(8.509434 47.355385),0,0,18,21,1,0
224,2014,68102518,POINT(8.511898 47.412031),6,1,40,39,0,0
86,2014,68102499,POINT(8.511554 47.394944),1,2,41,5,0,0
176,2014,68112466,POINT(8.512281 47.365253),1,10,34,31,6,0
63,2014,68122502,POINT(8.514257 47.397617),4,5,4,8,9,3
235,2014,68142483,POINT(8.516561 47.380505),4,43,64,12,4,0
98,2014,68032508,POINT(8.502445 47.403123),6,3,18,20,7,1
155,2014,68032476,POINT(8.50187 47.374344),6,42,48,0,0,0
74,2014,68072482,POINT(8.507274 47.379692),12,30,16,1,1,0
138,2014,68092452,POINT(8.50938 47.352687),4,4,12,35,2,0
74,2014,68112454,POINT(8.512063 47.354461),23,6,16,8,1,1
58,2014,68122498,POINT(8.514185 47.39402),0,9,8,10,4,0
117,2014,68072467,POINT(8.507004 47.366201),8,30,14,11,11,0
105,2014,68132521,POINT(8.515927 47.414692),10,3,29,14,0,0
122,2014,68132458,POINT(8.514783 47.358034),0,2,24,29,13,2
62,2014,68132469,POINT(8.514982 47.367926),11,2,15,11,1,1
20,2014,68132460,POINT(8.514819 47.359832),0,2,4,4,0,0
91,2014,68022461,POINT(8.500278 47.360866),3,18,20,9,0,0
7,2014,68052508,POINT(8.505094 47.403099),0,0,0,1,0,1
247,2014,68102472,POINT(8.511065 47.370661),25,33,72,21,2,0
178,2014,68122465,POINT(8.513586 47.364341),0,4,10,30,14,0
73,2014,68032487,POINT(8.502068 47.384237),3,3,14,14,0,0
11,2014,68052459,POINT(8.504212 47.359031),0,0,0,3,0,0
53,2014,68092498,POINT(8.510212 47.394056),2,13,8,8,5,1
196,2014,68142480,POINT(8.516506 47.377807),2,27,46,27,6,0
3,2014,68122503,POINT(8.514276 47.398516),0,0,0,0,0,1
271,2014,68202499,POINT(8.524798 47.39482),40,35,78,7,0,0
63,2014,68202513,POINT(8.525055 47.40741),0,4,0,10,4,2
84,2014,68212441,POINT(8.525059 47.342646),0,0,14,10,3,12
135,2014,68152497,POINT(8.51814 47.393083),0,14,46,12,6,1
155,2014,68172471,POINT(8.520314 47.369676),7,32,45,22,1,0
179,2014,68172481,POINT(8.520496 47.378669),1,20,40,16,19,0
161,2014,68192470,POINT(8.522943 47.368751),3,6,47,20,3,3
3,2014,68202465,POINT(8.524175 47.364242),0,0,0,0,0,0
110,2014,68212518,POINT(8.526472 47.411895),3,1,19,8,9,5
316,2014,68152477,POINT(8.517776 47.375096),102,26,54,17,0,0
41,2014,68162494,POINT(8.51941 47.390373),0,17,27,6,1,0
51,2014,68152496,POINT(8.518122 47.392184),0,0,20,3,2,0
42,2014,68192488,POINT(8.523273 47.38494),0,2,8,9,0,0
302,2014,67922499,POINT(8.487714 47.395162),5,13,30,41,9,0
166,2014,67932479,POINT(8.488684 47.377164),0,0,46,19,5,0
33,2014,67942473,POINT(8.489902 47.371755),0,2,20,6,0,0
87,2014,67942492,POINT(8.490239 47.388843),12,24,30,0,0,0
144,2014,67962509,POINT(8.49319 47.404108),2,8,29,27,1,1
172,2014,67982476,POINT(8.495251 47.374405),1,8,24,37,0,0
122,2014,68002475,POINT(8.497881 47.373482),28,6,33,12,0,0
112,2014,68012475,POINT(8.499205 47.373469),0,0,55,13,0,0
243,2014,67922490,POINT(8.487555 47.387068),8,56,63,10,2,0
109,2014,67982471,POINT(8.495161 47.369908),13,9,40,10,0,1
114,2014,68002478,POINT(8.497934 47.37618),0,7,23,23,4,3
144,2014,68022480,POINT(8.500618 47.377954),10,25,44,8,0,0
5,2014,67902469,POINT(8.484536 47.368206),0,1,1,0,0,0
152,2014,68222488,POINT(8.527245 47.384902),14,14,55,9,2,3
122,2014,68222451,POINT(8.526566 47.351627),15,39,25,10,0,0
97,2014,68232443,POINT(8.527742 47.344419),2,11,38,7,1,0
90,2014,68242480,POINT(8.529746 47.377683),4,9,33,3,0,0
82,2014,68242441,POINT(8.529029 47.342608),1,15,30,6,0,0
284,2014,68252497,POINT(8.531384 47.392959),44,38,73,27,4,2
3,2014,68252479,POINT(8.531052 47.376771),1,0,0,3,0,0
82,2014,68252510,POINT(8.531624 47.40465),0,0,0,18,1,1
103,2014,68252455,POINT(8.53061 47.355186),7,6,16,15,8,7
140,2014,68272495,POINT(8.533996 47.391135),20,17,34,25,2,0
10,2014,68272463,POINT(8.533404 47.362356),0,6,2,1,0,0
106,2014,68222436,POINT(8.526291 47.338136),0,0,45,9,0,0
73,2014,68232445,POINT(8.527779 47.346218),11,11,27,0,0,2
146,2014,68252432,POINT(8.530186 47.334502),1,4,56,10,2,1
141,2014,68282526,POINT(8.535894 47.419002),12,12,23,19,4,0
3,2014,68282454,POINT(8.534561 47.35425),0,0,0,1,0,0
6,2014,68272486,POINT(8.533829 47.383041),0,0,1,2,0,0
118,2014,68282527,POINT(8.535912 47.419901),4,3,22,23,4,0
111,2014,68362474,POINT(8.545522 47.372135),16,20,16,16,1,1
155,2014,68362525,POINT(8.546475 47.418001),31,9,26,18,4,0
157,2014,68372510,POINT(8.54752 47.404499),102,21,10,7,1,1
56,2014,68372495,POINT(8.547239 47.391009),0,0,4,0,1,9
55,2014,68382522,POINT(8.549069 47.415278),2,3,6,10,3,2
169,2014,68422458,POINT(8.553165 47.35767),6,47,39,17,9,1
99,2014,68432509,POINT(8.555449 47.403523),7,28,25,6,0,1
115,2014,68442481,POINT(8.556245 47.378329),8,27,20,15,2,1
44,2014,68362526,POINT(8.546494 47.418901),0,1,24,3,0,1
86,2014,68382485,POINT(8.548376 47.382003),1,4,6,21,6,2
146,2014,68392507,POINT(8.550113 47.401775),23,22,30,18,3,1
87,2014,68412469,POINT(8.552048 47.367575),7,31,27,5,0,0
157,2014,68442521,POINT(8.557 47.414302),0,5,27,38,0,1
58,2014,68352514,POINT(8.544945 47.408121),2,3,21,7,0,0
91,2014,68352518,POINT(8.54502 47.411719),1,20,25,7,0,0
42,2014,68362487,POINT(8.545765 47.383827),0,0,1,7,4,1
100,2014,68372521,POINT(8.547726 47.414391),10,6,23,15,0,0
5,2014,68412500,POINT(8.55263 47.395454),0,0,0,1,0,1
231,2014,68462511,POINT(8.559461 47.405283),0,9,34,37,11,0
54,2014,68482469,POINT(8.561314 47.367485),5,8,11,10,1,1
192,2014,68522520,POINT(8.56758 47.413299),0,5,53,2,18,0
61,2014,68532466,POINT(8.567875 47.364723),2,1,2,1,7,11
81,2014,68532511,POINT(8.568733 47.405193),18,8,5,13,3,1
8,2014,68552516,POINT(8.571478 47.409663),0,0,0,5,0,0
18,2014,68552480,POINT(8.57079 47.377288),0,1,0,0,2,3
61,2014,68562487,POINT(8.572248 47.38357),1,11,19,7,2,2
15,2014,68482459,POINT(8.561124 47.358492),3,1,2,1,2,1
57,2014,68492479,POINT(8.562827 47.376466),2,6,1,7,7,7
89,2014,68532465,POINT(8.567856 47.363823),2,0,19,10,13,4
19,2014,68552457,POINT(8.570351 47.356603),0,1,4,4,0,0
4,2014,68452461,POINT(8.557192 47.360329),0,0,0,0,0,1
49,2014,68542438,POINT(8.568665 47.339528),0,3,7,8,6,2
104,2014,68462516,POINT(8.559555 47.40978),0,7,23,8,10,0
12,2014,68502459,POINT(8.563772 47.358466),0,1,2,1,0,4
43,2014,68512475,POINT(8.565399 47.372843),1,2,1,3,8,8
6,2014,68462489,POINT(8.559044 47.385498),1,0,0,0,0,1
4,2014,68552506,POINT(8.571287 47.40067),0,0,0,1,1,0
38,2014,68562515,POINT(8.572784 47.408751),0,0,15,5,0,1
3,2014,68552481,POINT(8.570809 47.378187),0,0,0,0,0,1
3,2014,68512507,POINT(8.566008 47.401621),0,0,1,0,0,0
21,2014,68522448,POINT(8.566209 47.348548),15,8,0,0,0,0
3,2014,68552456,POINT(8.570332 47.355704),0,0,0,1,0,0
122,2014,68342494,POINT(8.543247 47.390147),5,19,14,14,6,11
48,2014,68312509,POINT(8.539553 47.403675),1,5,10,7,3,1
191,2014,68332487,POINT(8.541793 47.383865),16,20,48,17,7,2
50,2014,68302515,POINT(8.53834 47.409084),10,8,11,0,2,1
26,2014,68602462,POINT(8.577064 47.361034),0,0,0,4,3,7
83,2014,68622458,POINT(8.579634 47.357411),1,5,2,8,13,3
115,2014,68642505,POINT(8.583189 47.399653),0,25,8,11,9,5
76,2014,68592515,POINT(8.576758 47.408712),15,14,16,1,0,0
43,2014,68662457,POINT(8.584909 47.356459),0,1,1,5,4,4
38,2014,68642458,POINT(8.582281 47.357385),0,0,2,1,4,8
16,2014,68672448,POINT(8.586058 47.348352),0,0,1,0,0,4
26,2014,68792484,POINT(8.602644 47.380569),0,3,0,3,3,2
14,2014,68772463,POINT(8.599585 47.36171),2,0,2,2,1,0
29,2014,68682504,POINT(8.588468 47.398701),0,1,10,6,0,1
20,2014,68712487,POINT(8.59211 47.383373),0,0,2,2,1,4
22,2014,68732464,POINT(8.59431 47.362662),0,0,1,2,6,1
99,2014,68682459,POINT(8.587595 47.358232),19,15,15,17,4,0
58,2014,68702457,POINT(8.590203 47.356407),6,9,8,2,6,1
4,2014,68742462,POINT(8.595594 47.36085),0,0,0,1,0,0
83,2014,68712511,POINT(8.592577 47.404957),10,20,16,6,0,0
25,2014,68762488,POINT(8.59875 47.384206),0,0,0,4,1,1
23,2014,68762500,POINT(8.598985 47.394998),0,6,3,4,1,0
47,2014,67862478,POINT(8.479399 47.376348),1,1,5,5,7,3
149,2014,67862489,POINT(8.479592 47.386241),4,5,25,23,4,3
179,2014,67882491,POINT(8.482275 47.388016),12,49,39,15,0,1
22,2014,67842484,POINT(8.476856 47.381768),0,0,11,2,0,0
183,2014,67882500,POINT(8.482434 47.39611),4,4,33,29,0,0
120,2014,67882481,POINT(8.482099 47.379022),8,20,14,14,10,2
136,2014,68092456,POINT(8.509452 47.356284),0,0,9,32,2,0
231,2014,68142472,POINT(8.516361 47.370612),7,37,70,13,6,0
94,2014,68032483,POINT(8.501996 47.38064),24,23,11,3,3,1
101,2014,68052500,POINT(8.50495 47.395904),2,17,15,13,4,0
114,2014,68052463,POINT(8.504284 47.362629),0,1,4,13,11,0
70,2014,68062504,POINT(8.506346 47.399489),4,4,10,9,5,6
184,2014,68032473,POINT(8.501816 47.371646),11,22,50,15,0,0
40,2014,68042483,POINT(8.50332 47.380628),0,12,0,6,1,0
38,2014,68052505,POINT(8.50504 47.400401),3,2,4,4,2,5
131,2014,68062473,POINT(8.505788 47.37161),0,0,27,26,0,0
240,2014,68132472,POINT(8.515037 47.370624),60,18,58,25,3,3
81,2014,68082481,POINT(8.50858 47.37878),1,6,24,1,0,0
70,2014,68092517,POINT(8.510555 47.411144),3,0,12,12,0,0
52,2014,68042473,POINT(8.50314 47.371634),3,9,7,8,0,0
41,2014,68172495,POINT(8.520752 47.39126),0,8,13,0,0,0
19,2014,68182496,POINT(8.522095 47.392147),0,4,8,1,0,0
20,2014,68212523,POINT(8.526564 47.416391),0,2,0,7,0,1
10,2014,68142436,POINT(8.515707 47.338236),0,6,0,1,0,0
3,2014,68192446,POINT(8.522504 47.347167),0,0,0,1,0,0
89,2014,68172492,POINT(8.520697 47.388562),15,5,16,13,4,0
3,2014,68172458,POINT(8.520077 47.357984),0,0,1,0,1,0
55,2014,67942467,POINT(8.489795 47.366359),2,2,4,4,6,6
187,2014,67992484,POINT(8.496717 47.381588),3,17,35,34,5,0
86,2014,68002503,POINT(8.498381 47.398663),2,6,11,14,9,0
180,2014,68002488,POINT(8.498113 47.385173),9,105,12,0,0,0
47,2014,67952501,POINT(8.491723 47.396925),0,0,7,7,2,0
57,2014,67962501,POINT(8.493047 47.396913),0,15,15,0,4,0
83,2014,68002472,POINT(8.497827 47.370784),1,1,5,26,11,1
4,2014,68012464,POINT(8.499008 47.363577),0,0,0,1,0,0
249,2014,68232481,POINT(8.528441 47.378594),20,27,55,12,4,1
240,2014,68232476,POINT(8.528349 47.374098),59,28,57,11,0,1
49,2014,68242447,POINT(8.529139 47.348004),0,3,4,6,5,5
157,2014,68262436,POINT(8.531583 47.338086),0,3,8,19,0,0
40,2014,68272466,POINT(8.53346 47.365054),0,4,9,9,10,1
127,2014,68272500,POINT(8.534088 47.395632),0,10,52,10,0,0
198,2014,68222496,POINT(8.527392 47.392097),0,40,49,22,0,0
324,2014,68232489,POINT(8.528588 47.385789),27,38,38,23,23,0
64,2014,68232461,POINT(8.528073 47.360608),0,3,1,14,7,4
40,2014,68252460,POINT(8.530702 47.359683),3,3,7,11,3,0
109,2014,68222494,POINT(8.527355 47.390298),6,18,25,9,3,0
9,2014,68242473,POINT(8.529617 47.371387),0,0,0,0,1,2
63,2014,68272441,POINT(8.532998 47.342571),5,16,7,4,3,2
128,2014,68272501,POINT(8.534106 47.396531),0,6,36,18,0,0
166,2014,68282516,POINT(8.535709 47.410008),1,20,33,20,9,0
3,2014,68242509,POINT(8.53028 47.403763),0,0,0,0,1,0
29,2014,68282435,POINT(8.53421 47.337162),0,1,3,2,1,6
94,2014,68222443,POINT(8.526419 47.344432),0,0,29,9,1,6
116,2014,68372513,POINT(8.547576 47.407197),1,17,19,20,2,0
95,2014,68392490,POINT(8.549794 47.386487),36,17,12,10,2,3
69,2014,68412503,POINT(8.552687 47.398152),4,3,10,10,3,2
160,2014,68432455,POINT(8.554432 47.354959),17,26,46,23,0,0
26,2014,68432489,POINT(8.555072 47.385536),0,3,3,2,4,5
39,2014,68452475,POINT(8.557456 47.37292),0,0,5,2,3,7
14,2014,68452485,POINT(8.557645 47.381913),0,2,2,2,0,4
121,2014,68362528,POINT(8.546532 47.420699),9,10,35,12,0,0
43,2014,68382463,POINT(8.547964 47.362217),32,22,14,6,0,3
147,2014,68392511,POINT(8.550188 47.405372),19,29,19,23,4,2
49,2014,68402470,POINT(8.550743 47.368487),6,3,9,7,2,3
91,2014,68442508,POINT(8.556755 47.402611),21,24,20,4,1,0
20,2014,68402526,POINT(8.551794 47.41885),2,6,5,0,0,0
29,2014,68422459,POINT(8.553183 47.358569),0,5,5,5,0,1
14,2014,68432463,POINT(8.554582 47.362153),0,1,1,1,2,1
122,2014,68432519,POINT(8.555637 47.412516),7,0,35,21,0,0
149,2014,68392509,POINT(8.55015 47.403574),43,6,12,13,2,4
67,2014,68422475,POINT(8.553484 47.372958),0,1,2,14,7,2
110,2014,68442523,POINT(8.557038 47.4161),0,0,6,1,6,0
3,2014,68392468,POINT(8.549381 47.366701),0,1,0,0,0,1
20,2014,68412490,POINT(8.552442 47.386461),0,2,0,3,2,3
6,2014,68372467,POINT(8.546715 47.365827),0,2,3,0,0,0
29,2014,68462456,POINT(8.558421 47.35582),3,4,5,5,3,3
56,2014,68492509,POINT(8.563397 47.403446),1,9,17,2,0,2
20,2014,68492456,POINT(8.562391 47.355781),2,0,1,10,0,2
57,2014,68502473,POINT(8.564037 47.371057),3,1,8,4,4,9
75,2014,68512460,POINT(8.565114 47.359353),4,9,27,13,2,2
6,2014,68532447,POINT(8.567514 47.347635),0,2,3,1,0,0
123,2014,68542462,POINT(8.569123 47.361113),2,8,14,35,2,1
169,2014,68502461,POINT(8.563809 47.360265),21,13,25,31,8,1
137,2014,68542511,POINT(8.570058 47.40518),39,12,26,6,2,2
53,2014,68522457,POINT(8.566381 47.356642),1,2,15,6,0,0
63,2014,68522481,POINT(8.566837 47.378226),3,1,6,8,4,7
48,2014,68462481,POINT(8.558893 47.378303),3,7,2,8,4,2
36,2014,68502470,POINT(8.56398 47.368359),1,4,5,5,2,4
102,2014,68512514,POINT(8.566141 47.407916),0,31,30,0,0,0
91,2014,68542460,POINT(8.569085 47.359314),9,13,22,11,0,1
20,2014,68532478,POINT(8.568104 47.375515),2,5,3,3,2,0
3,2014,68462459,POINT(8.558477 47.358518),0,0,0,1,0,1
3,2014,68502446,POINT(8.563525 47.346775),0,0,0,3,0,0
117,2014,68292513,POINT(8.536978 47.407298),14,13,21,6,1,0
3,2014,68302467,POINT(8.537449 47.365916),0,0,1,0,0,0
117,2014,68302526,POINT(8.538544 47.418976),0,17,30,16,2,1
172,2014,68322500,POINT(8.54071 47.395569),11,39,62,12,0,1
92,2014,68322504,POINT(8.540785 47.399166),0,34,31,3,0,0
99,2014,68342495,POINT(8.543266 47.391047),0,2,8,9,12,5
168,2014,68352491,POINT(8.544516 47.387437),0,0,16,35,0,8
63,2014,68332526,POINT(8.542519 47.418939),1,5,11,10,1,2
148,2014,68342497,POINT(8.543303 47.392845),2,20,36,21,6,1
41,2014,68292436,POINT(8.535552 47.338049),1,4,2,5,3,2
101,2014,68322502,POINT(8.540747 47.397367),1,30,32,2,1,1
61,2014,68292520,POINT(8.537108 47.413593),0,6,17,0,6,0
4,2014,68282464,POINT(8.534746 47.363243),0,0,1,1,2,5
3,2014,68322477,POINT(8.540283 47.374884),0,0,0,0,1,0
143,2014,68602513,POINT(8.578045 47.4069),19,12,28,8,0,0
59,2014,68612440,POINT(8.577965 47.341236),0,0,0,2,4,9
23,2014,68652455,POINT(8.583547 47.354674),0,0,0,1,1,6
47,2014,68662503,POINT(8.585799 47.397828),0,9,0,9,3,1
36,2014,68612442,POINT(8.578003 47.343035),0,2,7,2,1,8
32,2014,68632455,POINT(8.5809 47.3547),0,0,0,2,2,8
16,2014,68602449,POINT(8.576815 47.349343),0,0,3,3,2,2
33,2014,68632505,POINT(8.581864 47.399666),0,0,0,2,9,2
77,2014,68592516,POINT(8.576777 47.409611),4,4,22,8,0,0
123,2014,68752504,POINT(8.597739 47.398609),3,18,28,23,0,0
55,2014,68682457,POINT(8.587556 47.356433),2,3,7,10,8,0
32,2014,68722489,POINT(8.593473 47.385159),0,2,8,2,2,4
37,2014,68672503,POINT(8.587124 47.397815),1,7,19,1,0,0
14,2014,67872482,POINT(8.480793 47.379934),0,0,0,2,4,0
101,2014,68062500,POINT(8.506274 47.395892),4,10,20,13,2,5
127,2014,68072466,POINT(8.506986 47.365302),3,7,8,32,2,0
102,2014,68102469,POINT(8.511011 47.367963),3,33,26,12,1,0
172,2014,68112455,POINT(8.512081 47.35536),9,45,50,10,0,0
231,2014,68122480,POINT(8.513858 47.377831),14,55,50,25,0,0
178,2014,68092480,POINT(8.509886 47.377868),22,9,49,8,1,1
66,2014,68102454,POINT(8.51074 47.354473),0,0,0,18,4,2
116,2014,68102524,POINT(8.512007 47.417427),1,11,15,17,7,2
146,2014,68092469,POINT(8.509687 47.367976),6,18,19,20,4,0
85,2014,68072472,POINT(8.507094 47.370698),6,8,25,8,2,2
150,2014,68112517,POINT(8.513205 47.411119),0,22,10,12,12,0
26,2014,68102479,POINT(8.511192 47.376957),0,2,6,6,0,0
144,2014,68132499,POINT(8.515527 47.394907),19,6,11,14,6,0
39,2014,68052479,POINT(8.504572 47.377018),0,2,16,2,0,0
10,2014,68092497,POINT(8.510193 47.393157),0,2,3,1,0,0
45,2014,68142518,POINT(8.517198 47.411982),3,1,3,4,1,0
122,2014,68102493,POINT(8.511445 47.389548),5,22,46,24,3,0
76,2014,68142435,POINT(8.515688 47.337336),12,0,1,25,1,0
39,2014,68142521,POINT(8.517252 47.41468),3,7,6,6,0,2
97,2014,68152467,POINT(8.517594 47.366103),0,6,4,24,15,0
64,2014,68202517,POINT(8.525129 47.411008),8,6,16,11,0,0
264,2014,68212487,POINT(8.525903 47.384015),0,8,69,19,12,5
21,2014,68162519,POINT(8.519866 47.412856),0,1,3,6,0,0
110,2014,68162475,POINT(8.519063 47.373285),31,27,22,5,0,0
92,2014,68192501,POINT(8.523511 47.396631),0,7,17,9,4,3
272,2014,68192481,POINT(8.523145 47.378644),14,36,49,19,4,1
252,2014,68202472,POINT(8.524304 47.370538),22,39,66,4,1,1
52,2014,68212516,POINT(8.526435 47.410096),0,8,12,9,0,0
86,2014,68162459,POINT(8.518771 47.358896),30,1,9,10,6,0
131,2014,68202446,POINT(8.523828 47.347155),13,13,19,14,3,1
62,2014,68212470,POINT(8.525591 47.368727),0,11,4,7,0,1
42,2014,68172496,POINT(8.52077 47.392159),0,5,5,3,0,2
91,2014,68212473,POINT(8.525646 47.371425),4,17,29,13,2,0
14,2014,68152519,POINT(8.518541 47.412869),0,1,5,3,0,0
9,2014,68142469,POINT(8.516306 47.367914),0,0,0,3,0,0
111,2014,67922491,POINT(8.487572 47.387968),5,28,31,5,0,0
95,2014,67982478,POINT(8.495286 47.376204),0,5,33,22,1,0
38,2014,67982500,POINT(8.495679 47.395989),0,0,0,4,13,0
38,2014,67992496,POINT(8.496932 47.39238),0,0,0,0,3,5
78,2014,67952512,POINT(8.491919 47.406818),0,2,18,21,0,1
149,2014,67972469,POINT(8.493802 47.368122),6,23,50,5,1,0
15,2014,67962489,POINT(8.492834 47.386121),0,1,0,4,0,0
73,2014,67912499,POINT(8.48639 47.395174),0,3,3,13,1,0
29,2014,67932504,POINT(8.489127 47.399647),0,0,12,4,0,0
78,2014,68232497,POINT(8.528735 47.392984),10,7,16,15,1,0
68,2014,68232493,POINT(8.528661 47.389386),0,0,36,0,0,0
168,2014,68232448,POINT(8.527834 47.348916),12,29,49,8,2,1
159,2014,68252499,POINT(8.531421 47.394757),16,17,38,19,2,0
103,2014,68252450,POINT(8.530518 47.35069),0,3,19,21,5,5
177,2014,68262505,POINT(8.532856 47.400141),1,4,13,20,15,4
94,2014,68262479,POINT(8.532376 47.376758),62,16,13,5,4,0
136,2014,68272493,POINT(8.533959 47.389336),5,9,33,19,5,0
107,2014,68242493,POINT(8.529986 47.389374),0,6,54,6,0,0
252,2014,68242498,POINT(8.530078 47.393871),100,49,27,31,0,1
103,2014,68262517,POINT(8.533078 47.410933),0,7,10,11,3,7
162,2014,68222471,POINT(8.526933 47.369613),7,24,27,18,1,3
76,2014,68282523,POINT(8.535838 47.416304),0,1,0,15,6,0
46,2014,68242494,POINT(8.530004 47.390273),3,9,24,0,0,0
156,2014,68282483,POINT(8.535098 47.38033),10,9,36,27,1,1
52,2014,68272508,POINT(8.534236 47.402826),6,14,6,11,0,0
6,2014,68282446,POINT(8.534414 47.347055),0,0,1,0,0,0
134,2014,68242523,POINT(8.530539 47.416354),4,12,11,30,2,5
50,2014,68282506,POINT(8.535524 47.401015),0,13,9,2,1,5
60,2014,68282509,POINT(8.535579 47.403713),5,19,12,4,0,1
195,2014,68362524,POINT(8.546457 47.417102),24,37,47,5,0,0
179,2014,68372483,POINT(8.547014 47.380217),27,30,17,17,5,3
81,2014,68402484,POINT(8.551005 47.381078),1,13,20,10,3,5
130,2014,68412457,POINT(8.551822 47.356783),6,38,18,17,3,7
25,2014,68412489,POINT(8.552423 47.385562),0,1,2,2,5,3
112,2014,68432475,POINT(8.554808 47.372946),13,10,9,22,6,8
48,2014,68442473,POINT(8.556094 47.371134),9,13,11,8,1,1
62,2014,68402469,POINT(8.550724 47.367588),2,14,12,6,2,3
25,2014,68422512,POINT(8.554181 47.406234),1,2,6,1,3,0
56,2014,68422466,POINT(8.553315 47.364864),7,25,13,12,12,4
25,2014,68382459,POINT(8.547889 47.35862),0,3,21,2,6,2
145,2014,68412508,POINT(8.552781 47.402649),19,11,42,12,1,2
50,2014,68372526,POINT(8.547819 47.418888),1,4,4,12,6,0
22,2014,68452462,POINT(8.557211 47.361229),0,7,1,3,6,4
60,2014,68452460,POINT(8.557173 47.35943),3,13,8,10,3,2
3,2014,68372466,POINT(8.546697 47.364928),0,0,0,1,0,0
3,2014,68412518,POINT(8.552969 47.411642),0,0,0,0,0,0
50,2014,68462477,POINT(8.558818 47.374706),3,2,7,5,2,3
105,2014,68502462,POINT(8.563828 47.361164),36,10,25,14,1,0
62,2014,68512481,POINT(8.565513 47.378239),1,12,8,12,3,3
193,2014,68532515,POINT(8.56881 47.40879),5,28,61,21,0,0
61,2014,68542465,POINT(8.56918 47.363811),1,4,17,5,1,8
39,2014,68542442,POINT(8.568742 47.343126),1,3,3,9,3,6
108,2014,68462452,POINT(8.558345 47.352222),19,16,43,8,7,2
21,2014,68462458,POINT(8.558459 47.357618),0,0,3,4,3,1
114,2014,68462509,POINT(8.559423 47.403484),30,8,12,18,6,0
119,2014,68472484,POINT(8.560274 47.380988),43,10,13,19,3,0
78,2014,68492477,POINT(8.562789 47.374667),3,8,13,11,8,5
17,2014,68542445,POINT(8.568799 47.345824),0,0,1,2,2,5
35,2014,68492483,POINT(8.562903 47.380063),0,0,12,12,0,1
37,2014,68472476,POINT(8.560123 47.373794),2,2,4,4,3,6
26,2014,68472487,POINT(8.560331 47.383686),4,2,2,6,2,2
95,2014,68472472,POINT(8.560047 47.370196),11,15,3,11,7,9
51,2014,68492473,POINT(8.562713 47.37107),1,3,7,5,5,6
3,2014,68472524,POINT(8.561032 47.416961),0,0,0,0,0,0
12,2014,68552473,POINT(8.570656 47.370992),1,0,1,1,2,3
117,2014,68572515,POINT(8.574109 47.408738),10,34,17,9,0,0
177,2014,68322499,POINT(8.540692 47.394669),20,16,36,27,5,0
68,2014,68322472,POINT(8.54019 47.370387),16,34,16,12,5,4
86,2014,68342505,POINT(8.543452 47.40004),3,8,20,13,1,1
14,2014,68352478,POINT(8.544273 47.375745),23,4,1,2,0,1
72,2014,68302513,POINT(8.538303 47.407285),9,4,17,9,4,3
129,2014,68312504,POINT(8.53946 47.399179),0,6,53,11,0,0
72,2014,68322475,POINT(8.540245 47.373085),12,22,4,6,1,2
11,2014,68342471,POINT(8.542819 47.369463),0,0,5,1,0,0
151,2014,68302505,POINT(8.538154 47.400091),15,24,33,19,0,0
5,2014,68342479,POINT(8.542968 47.376657),0,0,0,0,0,0
4,2014,68302470,POINT(8.537505 47.368614),0,2,0,0,0,0
206,2014,68312519,POINT(8.539739 47.412669),3,12,22,46,4,0
32,2014,68592449,POINT(8.575491 47.349356),0,0,4,7,2,5
59,2014,68602445,POINT(8.576738 47.345746),1,3,3,9,8,5
48,2014,68612441,POINT(8.577984 47.342135),1,2,2,4,8,7
111,2014,68672506,POINT(8.587182 47.400513),27,13,24,14,0,0
15,2014,68642445,POINT(8.582031 47.345693),1,0,0,1,1,3
33,2014,68612439,POINT(8.577946 47.340337),5,2,4,4,3,2
45,2014,68582488,POINT(8.574915 47.384443),3,4,8,11,3,0
76,2014,68642510,POINT(8.583285 47.40415),0,10,21,14,2,0
33,2014,68572509,POINT(8.573994 47.403342),0,1,9,0,0,0
112,2014,68612515,POINT(8.579408 47.408686),0,16,28,8,0,0
